order_id,order_date,month,quarter,product_id,product_name,category,customer_id,customer_name,city,region,customer_type,salesperson,channel,quantity,unit_price,discount_pct,discount_amount,revenue,cogs,profit,payment_method,status,rating,return_reason
ORD-1887,2023-06-19,2023-06,Q2-2023,P002,Wireless Mouse,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Rakib Islam,Reseller,9,13.15,0,0.0,118.35,91.8,26.55,Cash,Completed,2.9,
ORD-2118,2023-06-19,2023-06,Q2-2023,P015,Sticky Notes Bulk,Stationery,C008,Mitu Begum,SMB,Chittagong,SMB,Sabrina Noor,Online,16,6.71,0,0.0,107.36,81.6,25.76,Cash,Completed,4.0,Changed Mind
ORD-1103,2023-06-22,2023-06,Q2-2023,P002,Wireless Mouse,Electronics,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Rakib Islam,Reseller,4,13.31,0,0.0,53.24,40.8,12.44,Card,Completed,,
ORD-1526,2023-06-22,2023-06,Q2-2023,P002,Wireless Mouse,Electronics,C006,Sumaiya Akter,Individual,Dhaka,Individual,Dilnoza Haque,Online,7,12.62,10,8.83,79.51,71.4,8.11,Card,Returned,3.2,
ORD-2472,2023-06-22,2023-06,Q2-2023,P012,Webcam HD,Electronics,C013,Zahid Hasan,SMB,Sylhet,SMB,Sabrina Noor,Reseller,16,39.95,0,0.0,639.2,544.0,95.2,Card,Completed,,Defective
ORD-1984,2023-06-25,2023-06,Q2-2023,P014,Filing Cabinet,Furniture,C003,Rahim Uddin,Individual,Sylhet,Individual,Dilnoza Haque,Direct Sales,20,103.39,0,0.0,2067.8,1530.0,537.8,Mobile Banking,Completed,3.7,Changed Mind
ORD-2304,2023-06-25,2023-06,Q2-2023,P003,USB-C Hub,Electronics,C004,Nusrat Jahan,Dhaka,Dhaka,Corporate,Dilnoza Haque,Reseller,12,20.97,0,0.0,251.64,204.0,47.64,Cash,Completed,3.6,
ORD-1243,2023-06-26,2023-06,Q2-2023,P006,Office Chair,Furniture,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Arif Khan,In-Store,6,134.22,5,40.27,765.05,663.0,102.05,Mobile Banking,Returned,3.9,
ORD-1704,2023-06-26,2023-06,Q2-2023,P011,Whiteboard,Stationery,C012,Shapna Das,Individual,Mymensingh,Individual,Arif Khan,Direct Sales,13,29.57,20,76.88,307.53,276.25,31.28,Bank Transfer,Completed,3.6,
ORD-2005,2023-06-26,2023-06,Q2-2023,P003,USB-C Hub,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Sabrina Noor,Reseller,17,24.79,15,63.21,358.22,289.0,69.22,Cash,Completed,,
ORD-1104,2023-06-27,2023-06,Q2-2023,P010,Pen Pack,Stationery,C003,Rahim Uddin,Individual,Sylhet,Individual,Dilnoza Haque,Direct Sales,3,3.01,20,1.81,7.22,7.65,-0.43,Mobile Banking,Completed,,
ORD-1034,2023-06-28,2023-06,Q2-2023,P010,Pen Pack,Stationery,C010,Riya Sen,Barisal,Barisal,SMB,Rakib Islam,In-Store,10,3.22,20,6.44,25.76,25.5,0.26,Bank Transfer,Pending,3.3,
ORD-1240,2023-06-28,2023-06,Q2-2023,P001,Laptop Pro 15,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Dilnoza Haque,Online,15,893.43,10,1340.14,12061.31,10200.0,1861.31,Card,Completed,,
ORD-1479,2023-06-28,2023-06,Q2-2023,P010,Pen Pack,Stationery,C012,Shapna Das,Individual,Mymensingh,Individual,Arif Khan,Reseller,2,3.39,15,1.02,5.76,5.1,0.66,Mobile Banking,Returned,,
ORD-1170,2023-06-29,2023-06,Q2-2023,P011,Whiteboard,Stationery,C011,Imran Ali,Corporate,Dhaka,Corporate,Dilnoza Haque,Reseller,14,27.92,0,0.0,390.88,297.5,93.38,Bank Transfer,Returned,,
ORD-1327,2023-06-29,2023-06,Q2-2023,P011,Whiteboard,Stationery,C010,Riya Sen,SMB,Barisal,SMB,Mohin Uddin,In-Store,3,30.06,20,18.04,72.14,63.75,8.39,Mobile Banking,Completed,4.7,
ORD-1432,2023-06-29,2023-06,Q2-2023,P002,Wireless Mouse,Electronics,C006,Sumaiya Akter,Individual,Dhaka,Individual,Arif Khan,Direct Sales,2,14.2,0,0.0,28.4,20.4,8.0,Card,Completed,3.7,Changed Mind
ORD-1651,2023-07-01,2023-07,Q3-2023,P001,Laptop Pro 15,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Dilnoza Haque,Reseller,20,877.27,0,0.0,17545.4,13600.0,3945.4,Card,Completed,3.8,
ORD-1747,2023-07-01,2023-07,Q3-2023,P014,Filing Cabinet,Furniture,C007,Tariq Hassan,Khulna,Khulna,Corporate,Sabrina Noor,Direct Sales,20,90.57,0,0.0,1811.4,1530.0,281.4,Bank Transfer,Completed,2.8,
ORD-1965,2023-07-01,2023-07,Q3-2023,P008,Desk Lamp,Furniture,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Sabrina Noor,In-Store,4,21.44,20,17.15,68.61,61.2,7.41,Bank Transfer,Completed,,
ORD-2004,2023-07-01,2023-07,Q3-2023,P010,Pen Pack,Stationery,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Arif Khan,Online,5,3.32,0,0.0,16.6,12.75,3.85,Card,Completed,3.5,
ORD-2207,2023-07-01,2023-07,Q3-2023,P009,Notebook Set,Stationery,C011,Imran Ali,Dhaka,Dhaka,Corporate,Sabrina Noor,Direct Sales,7,4.77,5,1.67,31.72,29.75,1.97,Cash,Completed,,
ORD-2291,2023-07-01,2023-07,Q3-2023,P014,Filing Cabinet,Furniture,C011,Imran Ali,Corporate,Dhaka,Corporate,Dilnoza Haque,In-Store,17,90.79,10,154.34,1389.09,1300.5,88.59,Cash,Completed,3.2,
ORD-2263,2023-07-02,2023-07,Q3-2023,P014,Filing Cabinet,Furniture,C005,Kamal Pasha,SMB,Rajshahi,SMB,Arif Khan,Reseller,11,105.09,0,0.0,1155.99,841.5,314.49,Cash,Completed,2.6,Wrong Item
ORD-1982,2023-07-03,2023-07,Q3-2023,P002,Wireless Mouse,Electronics,C013,Zahid Hasan,SMB,Sylhet,SMB,Dilnoza Haque,Reseller,14,13.82,0,0.0,193.48,142.8,50.68,Card,Completed,4.4,
ORD-1566,2023-07-04,2023-07,Q3-2023,P007,Standing Desk,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,Online,3,225.25,5,33.79,641.96,561.0,80.96,Mobile Banking,Completed,4.0,Changed Mind
ORD-1252,2023-07-06,2023-07,Q3-2023,P010,Pen Pack,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Dilnoza Haque,In-Store,20,3.05,10,6.1,54.9,51.0,3.9,Mobile Banking,Completed,5.0,
ORD-1353,2023-07-07,2023-07,Q3-2023,P012,Webcam HD,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Sabrina Noor,Reseller,7,43.99,0,0.0,307.93,238.0,69.93,Card,Completed,3.1,
ORD-1056,2023-07-08,2023-07,Q3-2023,P001,Laptop Pro 15,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Arif Khan,Online,16,787.38,0,0.0,12598.08,10880.0,1718.08,Card,Completed,4.9,
ORD-1178,2023-07-08,2023-07,Q3-2023,P015,Sticky Notes Bulk,Stationery,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Arif Khan,Online,18,7.48,0,0.0,134.64,91.8,42.84,Cash,Returned,,
ORD-1866,2023-07-08,2023-07,Q3-2023,P011,Whiteboard,Stationery,C007,Tariq Hassan,Khulna,Khulna,Corporate,Rakib Islam,Online,18,24.14,0,0.0,434.52,382.5,52.02,Mobile Banking,Completed,4.0,
ORD-1464,2023-07-09,2023-07,Q3-2023,P015,Sticky Notes Bulk,Stationery,C002,Farzana Islam,SMB,Chittagong,SMB,Arif Khan,Direct Sales,6,6.16,5,1.85,35.11,30.6,4.51,Mobile Banking,Returned,4.2,
ORD-2343,2023-07-09,2023-07,Q3-2023,P004,Mechanical Keyboard,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Arif Khan,In-Store,18,58.76,0,0.0,1057.68,841.5,216.18,Cash,Completed,3.1,
ORD-2037,2023-07-10,2023-07,Q3-2023,P014,Filing Cabinet,Furniture,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Dilnoza Haque,Reseller,19,96.29,10,182.95,1646.56,1453.5,193.06,Mobile Banking,Completed,3.4,Wrong Item
ORD-2169,2023-07-10,2023-07,Q3-2023,P004,Mechanical Keyboard,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Arif Khan,Online,10,55.0,0,0.0,550.0,467.5,82.5,Card,Completed,4.9,Wrong Item
ORD-1793,2023-07-11,2023-07,Q3-2023,P004,Mechanical Keyboard,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Dilnoza Haque,Reseller,8,57.15,10,45.72,411.48,374.0,37.48,Cash,Completed,,
ORD-2143,2023-07-11,2023-07,Q3-2023,P011,Whiteboard,Stationery,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Rakib Islam,Direct Sales,15,28.7,10,43.05,387.45,318.75,68.7,Cash,Completed,2.8,
ORD-1495,2023-07-12,2023-07,Q3-2023,P015,Sticky Notes Bulk,Stationery,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,Online,15,5.86,5,4.39,83.51,76.5,7.01,Cash,Completed,4.2,
ORD-1931,2023-07-12,2023-07,Q3-2023,P005,Monitor 27in,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Dilnoza Haque,Reseller,7,200.63,0,0.0,1404.41,1190.0,214.41,Cash,Returned,3.4,
ORD-2051,2023-07-12,2023-07,Q3-2023,P013,Headset Pro,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Mohin Uddin,Online,2,74.02,5,7.4,140.64,119.0,21.64,Cash,Completed,3.9,
ORD-2342,2023-07-12,2023-07,Q3-2023,P003,USB-C Hub,Electronics,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Dilnoza Haque,Direct Sales,2,20.59,10,4.12,37.06,34.0,3.06,Mobile Banking,Completed,4.3,Changed Mind
ORD-1962,2023-07-13,2023-07,Q3-2023,P011,Whiteboard,Stationery,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Arif Khan,Direct Sales,20,25.43,10,50.86,457.74,425.0,32.74,Cash,Completed,2.9,
ORD-2211,2023-07-13,2023-07,Q3-2023,P009,Notebook Set,Stationery,C005,Kamal Pasha,SMB,Rajshahi,SMB,Arif Khan,Online,1,6.12,10,0.61,5.51,4.25,1.26,Card,Completed,3.8,
ORD-1140,2023-07-14,2023-07,Q3-2023,P013,Headset Pro,Electronics,C003,Rahim Uddin,Individual,Sylhet,Individual,Rakib Islam,Direct Sales,16,87.42,5,69.94,1328.78,952.0,376.78,Cash,Completed,3.8,Wrong Item
ORD-1257,2023-07-14,2023-07,Q3-2023,P007,Standing Desk,Furniture,C012,Shapna Das,Individual,Mymensingh,Individual,Rakib Islam,Reseller,18,256.65,15,692.96,3926.74,3366.0,560.74,Card,Completed,,
ORD-2059,2023-07-14,2023-07,Q3-2023,P014,Filing Cabinet,Furniture,C013,Zahid Hasan,SMB,Sylhet,SMB,Dilnoza Haque,Online,16,92.34,0,0.0,1477.44,1224.0,253.44,Bank Transfer,Completed,3.1,
ORD-1577,2023-07-15,2023-07,Q3-2023,P002,Wireless Mouse,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Sabrina Noor,Direct Sales,1,13.91,0,0.0,13.91,10.2,3.71,Card,Completed,4.1,
ORD-1578,2023-07-15,2023-07,Q3-2023,P002,Wireless Mouse,Electronics,C005,Kamal Pasha,Rajshahi,Rajshahi,SMB,Sabrina Noor,In-Store,15,11.93,5,8.95,170.0,153.0,17.0,Bank Transfer,Returned,4.6,
ORD-2353,2023-07-15,2023-07,Q3-2023,P007,Standing Desk,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,In-Store,12,245.28,10,294.34,2649.02,2244.0,405.02,Card,Completed,2.7,
ORD-1375,2023-07-16,2023-07,Q3-2023,P015,Sticky Notes Bulk,Stationery,C014,Parisa Begum,Dhaka,Dhaka,Corporate,Sabrina Noor,Direct Sales,9,7.17,20,12.91,51.62,45.9,5.72,Bank Transfer,Completed,2.6,
ORD-1521,2023-07-16,2023-07,Q3-2023,P005,Monitor 27in,Electronics,C003,Rahim Uddin,Sylhet,Sylhet,Individual,Sabrina Noor,Direct Sales,18,190.26,15,513.7,2910.98,3060.0,-149.02,Mobile Banking,Pending,,
ORD-1638,2023-07-16,2023-07,Q3-2023,P009,Notebook Set,Stationery,C007,Tariq Hassan,Corporate,Khulna,Corporate,Sabrina Noor,Online,12,5.23,5,3.14,59.62,51.0,8.62,Card,Pending,2.9,
ORD-1263,2023-07-17,2023-07,Q3-2023,P003,USB-C Hub,Electronics,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Sabrina Noor,Reseller,14,19.47,15,40.89,231.69,238.0,-6.31,Mobile Banking,Completed,,
ORD-1411,2023-07-17,2023-07,Q3-2023,P004,Mechanical Keyboard,Electronics,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Dilnoza Haque,In-Store,14,64.86,0,0.0,908.04,654.5,253.54,Card,Completed,,
ORD-1311,2023-07-18,2023-07,Q3-2023,P005,Monitor 27in,Electronics,C008,Mitu Begum,SMB,Chittagong,SMB,Sabrina Noor,Online,6,249.01,0,0.0,1494.06,1020.0,474.06,Bank Transfer,Completed,3.9,
ORD-1926,2023-07-18,2023-07,Q3-2023,P011,Whiteboard,Stationery,C010,Riya Sen,SMB,Barisal,SMB,Rakib Islam,In-Store,1,26.24,15,3.94,22.3,21.25,1.05,Mobile Banking,Pending,,
ORD-2212,2023-07-18,2023-07,Q3-2023,P008,Desk Lamp,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Dilnoza Haque,Online,12,17.26,20,41.42,165.7,183.6,-17.9,Bank Transfer,Completed,,
ORD-2104,2023-07-19,2023-07,Q3-2023,P009,Notebook Set,Stationery,C013,Zahid Hasan,SMB,Sylhet,SMB,Arif Khan,Reseller,17,5.17,20,17.58,70.31,72.25,-1.94,Mobile Banking,Completed,,
ORD-1702,2023-07-20,2023-07,Q3-2023,P012,Webcam HD,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Sabrina Noor,Direct Sales,1,42.35,20,8.47,33.88,34.0,-0.12,Bank Transfer,Completed,2.7,Wrong Item
ORD-2311,2023-07-20,2023-07,Q3-2023,P008,Desk Lamp,Furniture,C012,Shapna Das,Individual,Mymensingh,Individual,Mohin Uddin,Online,2,21.37,10,4.27,38.47,30.6,7.87,Bank Transfer,Completed,4.5,
ORD-2088,2023-07-22,2023-07,Q3-2023,P012,Webcam HD,Electronics,C008,Mitu Begum,SMB,Chittagong,SMB,Mohin Uddin,Online,20,46.48,5,46.48,883.12,680.0,203.12,Bank Transfer,Completed,2.7,Changed Mind
ORD-1377,2023-07-23,2023-07,Q3-2023,P006,Office Chair,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Sabrina Noor,Direct Sales,2,157.18,0,0.0,314.36,221.0,93.36,Mobile Banking,Completed,,
ORD-2176,2023-07-23,2023-07,Q3-2023,P013,Headset Pro,Electronics,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Dilnoza Haque,In-Store,7,75.65,15,79.43,450.12,416.5,33.62,Mobile Banking,Returned,2.5,
ORD-1435,2023-07-25,2023-07,Q3-2023,P004,Mechanical Keyboard,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Arif Khan,Reseller,9,61.03,20,109.85,439.42,420.75,18.67,Card,Completed,2.5,
ORD-1466,2023-07-25,2023-07,Q3-2023,P010,Pen Pack,Stationery,C007,Tariq Hassan,Corporate,Khulna,Corporate,Dilnoza Haque,In-Store,6,3.43,0,0.0,20.58,15.3,5.28,Cash,Returned,2.8,
ORD-1855,2023-07-25,2023-07,Q3-2023,P006,Office Chair,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,Online,2,128.93,10,25.79,232.07,221.0,11.07,Card,Returned,,Defective
ORD-1579,2023-07-26,2023-07,Q3-2023,P005,Monitor 27in,Electronics,C010,Riya Sen,SMB,Barisal,SMB,Dilnoza Haque,Direct Sales,13,193.06,0,0.0,2509.78,2210.0,299.78,Bank Transfer,Pending,3.9,
ORD-1975,2023-07-27,2023-07,Q3-2023,P006,Office Chair,Furniture,C011,Imran Ali,Corporate,Dhaka,Corporate,Mohin Uddin,Online,2,139.04,0,0.0,278.08,221.0,57.08,Mobile Banking,Pending,4.6,
ORD-2144,2023-07-27,2023-07,Q3-2023,P003,USB-C Hub,Electronics,C005,Kamal Pasha,Rajshahi,Rajshahi,SMB,Arif Khan,Online,5,23.48,5,5.87,111.53,85.0,26.53,Cash,Pending,4.0,
ORD-1172,2023-07-28,2023-07,Q3-2023,P006,Office Chair,Furniture,C011,Imran Ali,Corporate,Dhaka,Corporate,Mohin Uddin,In-Store,3,159.47,20,95.68,382.73,331.5,51.23,Cash,Completed,4.0,
ORD-1493,2023-07-29,2023-07,Q3-2023,P003,USB-C Hub,Electronics,C006,Sumaiya Akter,Individual,Dhaka,Individual,Mohin Uddin,In-Store,8,22.24,15,26.69,151.23,136.0,15.23,Card,Completed,3.2,
ORD-1496,2023-07-29,2023-07,Q3-2023,P009,Notebook Set,Stationery,C011,Imran Ali,Corporate,Dhaka,Corporate,Sabrina Noor,Direct Sales,1,5.19,15,0.78,4.41,4.25,0.16,Mobile Banking,Returned,4.1,
ORD-1838,2023-07-29,2023-07,Q3-2023,P009,Notebook Set,Stationery,C003,Rahim Uddin,Individual,Sylhet,Individual,Sabrina Noor,Reseller,18,5.86,5,5.27,100.21,76.5,23.71,Mobile Banking,Completed,4.1,
ORD-2264,2023-07-29,2023-07,Q3-2023,P015,Sticky Notes Bulk,Stationery,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Mohin Uddin,Reseller,7,7.45,20,10.43,41.72,35.7,6.02,Mobile Banking,Completed,3.1,
ORD-1162,2023-07-30,2023-07,Q3-2023,P012,Webcam HD,Electronics,C010,Riya Sen,SMB,Barisal,SMB,Arif Khan,Direct Sales,16,39.09,10,62.54,562.9,544.0,18.9,Card,Pending,3.9,
ORD-1800,2023-07-30,2023-07,Q3-2023,P012,Webcam HD,Electronics,C008,Mitu Begum,SMB,Chittagong,SMB,Rakib Islam,Reseller,14,48.59,5,34.01,646.25,476.0,170.25,Cash,Pending,3.0,
ORD-1820,2023-07-30,2023-07,Q3-2023,P003,USB-C Hub,Electronics,C013,Zahid Hasan,SMB,Sylhet,SMB,Rakib Islam,Online,7,21.09,0,0.0,147.63,119.0,28.63,Cash,Completed,4.3,
ORD-1041,2023-07-31,2023-07,Q3-2023,P014,Filing Cabinet,Furniture,C007,Tariq Hassan,Corporate,Khulna,Corporate,Arif Khan,Direct Sales,13,109.93,10,142.91,1286.18,994.5,291.68,Bank Transfer,Completed,3.2,
ORD-1407,2023-07-31,2023-07,Q3-2023,P011,Whiteboard,Stationery,C003,Rahim Uddin,Individual,Sylhet,Individual,Sabrina Noor,Reseller,19,27.81,20,105.68,422.71,403.75,18.96,Card,Returned,4.9,
ORD-1289,2023-08-01,2023-08,Q3-2023,P012,Webcam HD,Electronics,C015,Tanvir Ahmed,Rangpur,Rangpur,Individual,Arif Khan,Online,16,41.97,0,0.0,671.52,544.0,127.52,Bank Transfer,Completed,4.4,
ORD-1641,2023-08-01,2023-08,Q3-2023,P004,Mechanical Keyboard,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,Direct Sales,7,59.71,0,0.0,417.97,327.25,90.72,Bank Transfer,Pending,,
ORD-1005,2023-08-03,2023-08,Q3-2023,P011,Whiteboard,Stationery,C005,Kamal Pasha,SMB,Rajshahi,SMB,Sabrina Noor,In-Store,3,28.32,0,0.0,84.96,63.75,21.21,Bank Transfer,Returned,4.8,
ORD-1909,2023-08-03,2023-08,Q3-2023,P013,Headset Pro,Electronics,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Sabrina Noor,Reseller,16,77.96,0,0.0,1247.36,952.0,295.36,Bank Transfer,Returned,4.6,Defective
ORD-1458,2023-08-04,2023-08,Q3-2023,P010,Pen Pack,Stationery,C012,Shapna Das,Individual,Mymensingh,Individual,Arif Khan,Online,12,2.9,0,0.0,34.8,30.6,4.2,Card,Returned,3.3,
ORD-1616,2023-08-04,2023-08,Q3-2023,P008,Desk Lamp,Furniture,C010,Riya Sen,SMB,Barisal,SMB,Arif Khan,Direct Sales,11,17.19,15,28.36,160.73,168.3,-7.57,Cash,Completed,3.5,
ORD-1637,2023-08-04,2023-08,Q3-2023,P005,Monitor 27in,Electronics,C008,Mitu Begum,SMB,Chittagong,SMB,Mohin Uddin,Direct Sales,8,212.18,0,0.0,1697.44,1360.0,337.44,Cash,Completed,,Wrong Item
ORD-1900,2023-08-04,2023-08,Q3-2023,P006,Office Chair,Furniture,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Sabrina Noor,Reseller,7,161.92,20,226.69,906.75,773.5,133.25,Card,Completed,3.0,
ORD-1323,2023-08-05,2023-08,Q3-2023,P007,Standing Desk,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,In-Store,17,218.4,0,0.0,3712.8,3179.0,533.8,Cash,Completed,3.9,
ORD-1334,2023-08-05,2023-08,Q3-2023,P003,USB-C Hub,Electronics,C003,Rahim Uddin,Individual,Sylhet,Individual,Sabrina Noor,Direct Sales,6,21.17,15,19.05,107.97,102.0,5.97,Mobile Banking,Completed,3.7,
ORD-1448,2023-08-05,2023-08,Q3-2023,P011,Whiteboard,Stationery,C003,Rahim Uddin,Individual,Sylhet,Individual,Rakib Islam,Direct Sales,16,24.79,10,39.66,356.98,340.0,16.98,Card,Completed,4.2,
ORD-1575,2023-08-05,2023-08,Q3-2023,P003,USB-C Hub,Electronics,C002,Farzana Islam,SMB,Chittagong,SMB,Mohin Uddin,Online,20,20.56,15,61.68,349.52,340.0,9.52,Cash,Returned,,
ORD-1943,2023-08-05,2023-08,Q3-2023,P005,Monitor 27in,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Sabrina Noor,Reseller,3,210.38,15,94.67,536.47,510.0,26.47,Mobile Banking,Returned,3.7,
ORD-1007,2023-08-06,2023-08,Q3-2023,P011,Whiteboard,Stationery,C008,Mitu Begum,SMB,Chittagong,SMB,Rakib Islam,In-Store,13,30.39,15,59.26,335.81,276.25,59.56,Card,Pending,4.4,
ORD-2278,2023-08-06,2023-08,Q3-2023,P004,Mechanical Keyboard,Electronics,C011,Imran Ali,Dhaka,Dhaka,Corporate,Rakib Islam,Direct Sales,12,62.39,0,0.0,748.68,561.0,187.68,Cash,Pending,3.8,Defective
ORD-1111,2023-08-08,2023-08,Q3-2023,P006,Office Chair,Furniture,C013,Zahid Hasan,SMB,Sylhet,SMB,Rakib Islam,Online,16,130.99,0,0.0,2095.84,1768.0,327.84,Cash,Completed,4.0,
ORD-2349,2023-08-08,2023-08,Q3-2023,P001,Laptop Pro 15,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Mohin Uddin,Online,19,806.19,5,765.88,14551.73,12920.0,1631.73,Card,Returned,4.2,
ORD-1506,2023-08-09,2023-08,Q3-2023,P012,Webcam HD,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,In-Store,15,46.9,5,35.17,668.33,510.0,158.33,Bank Transfer,Returned,,
ORD-2244,2023-08-09,2023-08,Q3-2023,P008,Desk Lamp,Furniture,C007,Tariq Hassan,Corporate,Khulna,Corporate,Rakib Islam,Reseller,6,20.4,20,24.48,97.92,91.8,6.12,Card,Completed,,
ORD-1918,2023-08-10,2023-08,Q3-2023,P002,Wireless Mouse,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Arif Khan,Reseller,20,11.93,0,0.0,238.6,204.0,34.6,Cash,Completed,,
ORD-2266,2023-08-10,2023-08,Q3-2023,P003,USB-C Hub,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Arif Khan,Online,11,25.0,0,0.0,275.0,187.0,88.0,Cash,Pending,3.7,
ORD-2370,2023-08-10,2023-08,Q3-2023,P008,Desk Lamp,Furniture,C005,Kamal Pasha,SMB,Rajshahi,SMB,Sabrina Noor,In-Store,2,19.72,10,3.94,35.5,30.6,4.9,Mobile Banking,Returned,,
ORD-1657,2023-08-11,2023-08,Q3-2023,P015,Sticky Notes Bulk,Stationery,C008,Mitu Begum,SMB,Chittagong,SMB,Rakib Islam,Online,14,7.49,10,10.49,94.37,71.4,22.97,Cash,Pending,3.3,
ORD-1724,2023-08-11,2023-08,Q3-2023,P015,Sticky Notes Bulk,Stationery,C005,Kamal Pasha,SMB,Rajshahi,SMB,Mohin Uddin,Direct Sales,17,7.19,0,0.0,122.23,86.7,35.53,Cash,Completed,,
ORD-2336,2023-08-11,2023-08,Q3-2023,P015,Sticky Notes Bulk,Stationery,C010,Riya Sen,SMB,Barisal,SMB,Rakib Islam,In-Store,19,7.44,20,28.27,113.09,96.9,16.19,Card,Completed,3.9,
ORD-2226,2023-08-12,2023-08,Q3-2023,P005,Monitor 27in,Electronics,C002,Farzana Islam,SMB,Chittagong,SMB,Arif Khan,Direct Sales,19,190.17,0,0.0,3613.23,3230.0,383.23,Cash,Completed,2.9,
ORD-1006,2023-08-13,2023-08,Q3-2023,P011,Whiteboard,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Dilnoza Haque,Reseller,2,25.47,0,0.0,50.94,42.5,8.44,Cash,Completed,3.9,
ORD-2248,2023-08-14,2023-08,Q3-2023,P012,Webcam HD,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Dilnoza Haque,Online,3,44.22,10,13.27,119.39,102.0,17.39,Mobile Banking,Returned,,
ORD-2284,2023-08-14,2023-08,Q3-2023,P006,Office Chair,Furniture,C011,Imran Ali,Corporate,Dhaka,Corporate,Mohin Uddin,In-Store,20,158.91,15,476.73,2701.47,2210.0,491.47,Cash,Completed,4.7,Defective
ORD-1272,2023-08-15,2023-08,Q3-2023,P011,Whiteboard,Stationery,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Arif Khan,Direct Sales,7,25.77,5,9.02,171.37,148.75,22.62,Card,Completed,2.5,
ORD-1326,2023-08-15,2023-08,Q3-2023,P012,Webcam HD,Electronics,C012,Shapna Das,Individual,Mymensingh,Individual,Rakib Islam,Direct Sales,14,41.32,0,0.0,578.48,476.0,102.48,Bank Transfer,Returned,3.3,
ORD-2457,2023-08-15,2023-08,Q3-2023,P011,Whiteboard,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Rakib Islam,Reseller,20,28.37,0,0.0,567.4,425.0,142.4,Card,Completed,3.4,
ORD-1241,2023-08-16,2023-08,Q3-2023,P003,USB-C Hub,Electronics,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Arif Khan,Reseller,13,21.23,15,41.4,234.59,221.0,13.59,Cash,Completed,3.0,
ORD-1517,2023-08-16,2023-08,Q3-2023,P003,USB-C Hub,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Sabrina Noor,Online,5,23.13,0,0.0,115.65,85.0,30.65,Bank Transfer,Completed,,
ORD-1715,2023-08-16,2023-08,Q3-2023,P007,Standing Desk,Furniture,C002,Farzana Islam,SMB,Chittagong,SMB,Mohin Uddin,Direct Sales,4,220.6,15,132.36,750.04,748.0,2.04,Cash,Pending,3.9,
